Title;AuthorID;PushIsherID;Pages;Dimension;Translator;Overview;InventoryQuantity;SalePrice;PublishedDate;isHidden
Delicious in Dungeon, Vol. 8 (2020);Ryoko Kui;Yen Press LLC;204;22.86x13.57x2.19 cm;Taylor Engel;It's eat or be eaten...literally! In the dungeon, one false step can be the difference between life and death...or elf and dwarf?! The changeling mushrooms have done their work, leaving Laios and company radically altered, transformed from one race to another! The journey into the heart of the dungeon was never going to be easy, but with new senses, strengths, and statures to contend with, the mission seems more daunting than ever. Thankfully their sense of taste doesn't seem to have been affected!!;9;7.58;2017-03-20;false
Pictures by J. R. R. Tolkien (2024);J. R. R. Tolkien;HarperCollins;0;23.35x16.59x1.68 cm;;With Christopher Tolkien as your guide, take a tour through this colourful gallery of enchanting art by J.R.R. Tolkien, as published originally in the first groundbreaking Tolkien Calendars of the 1970s. This collection of pictures, with text by Christopher Tolkien, now reissued after almost 30 years, confirms J.R.R. Tolkien's considerable talent as an artist. It provides fascinating insight into his visual conception of many of the places and events familiar to readers of The Hobbit, The Lord of the Rings and The Silmarillion. Examples of his art range from delicate watercolours depicting Rivendell, the Forest of Lothlorien, Smaug and Old Man Willow, to drawings and sketches of Moria Gate and Minas Tirith. Together they form a comprehensive collection of Tolkien's own illustrations for his most popular books. Also included are many of his beautiful designs showing patterns of flowers and trees, friezes, tapestries and heraldic devices associated with the world of Middle-earth. In their variety and scope they provide abundant visual evidence of the richness of his imagination. This enchanting gallery was personally selected by Christopher Tolkien who, through detailed notes on the sources for each picture, provides unique insight into the artistic vision of his father, J.R.R. Tolkien.;8;9.17;2017-03-24;false
Frieren: Beyond Journey's End, Vol. 4 (2022);Kanehito Yamada;VIZ Media LLC;192;22.84x16.67x2.34 cm;Misa “Japanese Ammo”;The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. With the great struggle over, they all go their separate ways to live a quiet life. But as an elf, Frieren, nearly immortal, will long outlive the rest of her former party. How will she come to terms with the mortality of her friends? How can she find fulfillment in her own life, and can she learn to understand what life means to the humans around her? Frieren begins a new journey to find the answer. The village priest Sein has no intention of becoming an adventurer, but his desire to find a long-lost friend may lead him to join Frieren’s party on their journey north. They are headed for the magical city of Äußerst, where Frieren can obtain the first-class mage certification needed to enter the Northern Plateau region. At Frieren’s urging, Fern decides to take the certification exam as well, and faces some unexpected competition…;21;8.32;2017-05-22;false
Frieren: Beyond Journey’s End, Vol. 4 (2022);Kanehito Yamada;VIZ Media LLC;192;24.99x13.40x1.09 cm;Misa “Japanese Ammo”;The village priest Sein has no intention of becoming an adventurer, but his desire to find a long-lost friend may lead him to join Frieren’s party on their journey north. They are headed for the magical city of Äußerst, where Frieren can obtain the first-class mage certification needed to enter the Northern Plateau region. At Frieren’s urging, Fern decides to take the certification exam as well, and faces some unexpected competition... -- VIZ Media;42;7.25;2017-05-22;false
Blue Period 4 (2021);Tsubasa Yamaguchi;Kodansha America LLC;210;23.28x14.10x1.29 cm;Ajani A. Oloye ;Yatora now has new materials in his tool box and a wider range of expression under his belt. But a week before the first exam, Ooba-sensei says he’s missing a crucial edge… With so much at stake, Yatora’s self-doubt brings him lower than ever before. Still, he has his fire, his resilience—and he might just get a lucky break, too.;27;8.28;2017-08-21;false
The Stars, Like Dust (2023);Isaac Asimov;HarperCollins UK;254;24.39x14.72x1.31 cm;;Mankind has conquered space and moved toward the starry heart of the galaxy. Earth is a planet of no importance, riddled with radioactivity by long-forgotten wars.;12;11.64;2017-08-23;false
Frieren: Beyond Journey's End, Vol. 9 (2023);Kanehito Yamada;VIZ Media LLC;0;22.13x15.22x2.13 cm;Misa “Japanese Ammo”;The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people around her? As Frieren, Fern, and Stark continue their journey in the Northern Plateau, they face many obstacles both natural and supernatural, including the Great Tor Canyon. But once across the canyon, they receive a plea for help that will take them into a legendary city of gold and a confrontation with their past selves!;46;6.34;2017-10-23;false
Frieren: Beyond Journey’s End, Vol. 9 (2023);Kanehito Yamada;VIZ Media LLC;191;23.70x15.65x1.05 cm;Misa “Japanese Ammo”;As Frieren, Fern, and Stark continue their journey in the Northern Plateau, they face many obstacles, both natural and supernatural, including the Great Tor Canyon. But once across the canyon, they receive a plea for help that will take them to a cursed city and a confrontation with Macht of the Golden Land, the last and most powerful of the Seven Sages of Destruction. Macht also has a surprising connection to Denken that may provide an edge in the struggle... -- VIZ Media;17;11.25;2017-10-23;false
The Apothecary Diaries: Volume 10 (Light Novel) (2024);Natsu Hyuuga;J-Novel Club;271;24.68x16.02x1.01 cm;Kevin Steinbach;Maomao finds herself once more in the western capital. She tries to focus on her work—which isn’t made any easier when she’s paired with not just the quack doctor but the smart-mouthed young physician Tianyu. Meanwhile, Jinshi might be the Imperial younger brother, but the western capital has its own hierarchies, both obvious and hidden. He and the other visitors from the court will have to navigate these halls of power even more carefully than usual, lest they run afoul of enemies they don’t even know they have. Over it all looms the threat of the insect plague, which seems insurmountable—until one man claims to know how to counter the menace. His method is intimately connected to secrets buried deep in the region’s past.;10;8.4;2018-01-24;false
You Like It Darker (2024);Stephen King;Hachette UK;0;24.80x14.49x1.59 cm;;"'You like it darker? Fine, so do I', writes Stephen King in the afterword to this magnificent new collection of twelve stories that delve into the darker part of life - both metaphorical and literal. King has, for half a century, been a master of the form, and these stories, about fate, mortality, luck, and the folds in reality where anything can happen, are as rich and riveting as his novels, both weighty in theme and a huge pleasure to read. King writes to feel 'the exhilaration of leaving ordinary day-to-day life behind', and in You Like it Darker, readers will feel that exhilaration too, again and again. 'Two Talented Bastids' explores the long-hidden secret of how the eponymous gentlemen got their skills. In 'Danny Coughlin's Bad Dream', a brief and unprecedented psychic flash upends dozens of lives, Danny's most catastrophically. In 'Rattlesnakes', a sequel to Cujo, a grieving widower travels to Florida for respite and instead receives an unexpected inheritance - with major strings attached. In 'The Dreamers', a taciturn Vietnam vet answers a job ad and learns that there are some corners of the universe best left unexplored. 'The Answer Man' asks if prescience is good luck or bad and reminds us that a life marked by unbearable tragedy can still be meaningful. King's ability to surprise, amaze, and bring us both terror and solace remains unsurpassed. Each of these stories holds its own thrills, joys, and mysteries; each feels iconic. You like it darker? You got it. 'As classic as King's novels are, his shorter fiction has been just as gripping over the years' - USA Today 'One of the great storytellers of our time' - Guardian";44;9.77;2018-03-24;false
Adventures of Sherlock Holmes - With Original Illustrations (2021);Sir Arthur Conan Doyle;Independently Published;370;23.44x15.44x2.45 cm;;The Adventures of Sherlock Holmes is a compilation of twelve short Sherlock Holmes stories that was published on October 31st, 1892, and written by Sir Arthur Conan Doyle. The character, Sherlock Holmes, was previously introduced to the world in a novel called A Study in Scarlet, in a Christmas 'annual.' Sherlock Holmes is probably the most well-known and -loved fictional detective in literature. It's interesting to note that Sir Arthur Conan Doyle actually modeled his famous detective after an associate, Dr. Joseph Bell. Dr. Bell had a long, thin nose - much as we picture Sherlock Holmes - and was very observant. He also used strong deductive skills. This leads us to the personality of the character, Sherlock Holmes. Sherlock Holmes is a private detective who has keen powers of observation. He lives at 221b Baker Street in London. He notices things that others simply don't and then he draws accurate conclusions about what he sees. In Doyle's first Holmes story, A Study in Scarlet, Holmes describes himself as someone who gets in the dumps at times and '(doesn't) open (his) mouth for days on end.' He experiences strong mood swings. He also plays the violin. But most of all, he is a master of deductive reasoning.;1;9.97;2018-04-21;false
Tatsuki Fujimoto Before Chainsaw Man: 22-26 (2023);Tatsuki Fujimoto;VIZ Media LLC;0;22.42x14.94x1.24 cm;Amanda Haley;See the origins of Chainsaw Man mastermind Tatsuki Fujimoto! See the origins of the mad genius who created Chainsaw Man! This short story manga collection features Tatsuki Fujimoto’s earliest work. It’s rough, it’s raw, and it’s pure Tatsuki Fujimoto! Killer mermaids, gender swapping, and a devilish little sister with the power to end the world—four more unforgettable short stories that reveal the starting point of Tatsuki Fujimoto, the twisted mastermind behind Chainsaw Man.;6;11.16;2018-04-23;false
The Mysterious Affair at Styles Agatha Christie - Original Ending (2021);Agatha Christie;Independently Published;182;23.59x15.38x2.34 cm;;The Mysterious Affair at Styles Agatha Christie's first novel, The Mysterious Affair at Styles, was the result of a dare from her sister Madge who challenged her to write a story. The story begins when Hastings is sent back to England from the First World War due to injury and is invited to spend his sick leave at the beautiful Styles Court by his old friend John Cavendish. Here, Hastings meets John's step-mother, Mrs Inglethorp, and her new husband, Alfred. Despite the tranquil surroundings Hastings begins to realise that all is not right. When Mrs Inglethorp is found poisoned, suspicion falls on the family, and another old friend, Hercule Poirot, is invited to investigate.;45;7.56;2018-08-21;false
The Lord of the Rings (2022);J. R. R. Tolkien;HarperCollins;0;23.25x15.74x1.31 cm;;Begin your journey into Middle-earth. A New Legend Begins on Prime Video, in The Lord of the Rings: The Rings of Power. This one-volume, paperback edition includes The Fellowship of the Ring, The Two Towers, and The Return of the King, together with the Appendices in full. Sauron, the Dark Lord, has gathered to him all the Rings of Power - the means by which he intends to rule Middle-earth. All he lacks in his plans for dominion is the One Ring - the ring that rules them all - which has fallen into the hands of the hobbit, Bilbo Baggins. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as the Ring is entrusted to his care. He must leave his home and make a perilous journey across the realms of Middle-earth to the Crack of Doom, deep inside the territories of the Dark Lord. There he must destroy the Ring forever and foil the Dark Lord in his evil purpose.;35;11.36;2018-08-22;false
The Return of the King (the Lord of the Rings, Book 3) (2022);J. R. R. Tolkien;HarperCollins;0;24.11x14.38x2.00 cm;;Special clothbound collector's hardback edition of the final part of J.R.R. Tolkien's epic masterpiece, The Lord of the Rings. This edition features the complete story with a unique cover design and the iconic maps appearing in red and black as endpapers.;10;9.79;2018-08-22;false
The Two Towers (the Lord of the Rings, Book 2) (2022);J. R. R. Tolkien;HarperCollins;0;23.52x14.62x1.18 cm;;;7;8.37;2018-08-22;false
East of Eden - (Penguin Orange Collection) (2016);John Steinbeck;Penguin Random House;610;24.04x15.47x2.08 cm;;Part of the Penguin Orange Collection, a limited-run series of twelve influential and beloved American classics in a bold series design offering a modern take on the iconic Penguin paperback A Penguin Classic Winner of the 2016 AIGA + Design Observer 50 Books | 50 Covers competition For the seventieth anniversary of Penguin Classics, the Penguin Orange Collection celebrates the heritage of Penguin’s iconic book design with twelve influential American literary classics representing the breadth and diversity of the Penguin Classics library. These collectible editions are dressed in the iconic orange and white tri-band cover design, first created in 1935, while french flaps, high-quality paper, and striking cover illustrations provide the cutting-edge design treatment that is the signature of Penguin Classics Deluxe Editions today. East of Eden The masterpiece of Steinbeck’s later years, East of Eden is a sprawling epic in which Steinbeck created his most mesmerizing characters and explored his most enduring themes: the mystery of identity, the inexplicability of love, and the murderous consequences of love’s absence.;14;8.14;2018-10-16;false
Frieren: Beyond Journey's End, Vol. 6 (2022);Kanehito Yamada;VIZ Media LLC;192;22.16x13.80x2.34 cm;Misa “Japanese Ammo”;The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people around her?;15;11.86;2018-10-22;false
Frieren: Beyond Journey’s End, Vol. 6 (2022);Kanehito Yamada;VIZ Media LLC;192;24.44x16.22x1.56 cm;Misa “Japanese Ammo”;The mages begin the second stage of their certification exam: a dangerous expedition into the innermost depths of the ruins of the king’s tomb. This time, there are no teams and it’s every mage for themselves. Whether they want to team up or not, the challenge they will face—their own clones—will push their skills to the limit. -- VIZ Media;32;8.73;2018-10-22;false
The Wife of the Kenite (2019);Agatha Christie;Wildside Press LLC;10;24.86x16.87x2.06 cm;;"""The Wife of the Kenite"" is an early suspense story originally published in 1923.";50;7.07;2018-11-19;false
Delicious in Dungeon, Vol. 9 (2021);Ryoko Kui;Yen Press LLC;210;22.67x13.99x2.49 cm;Taylor Engel;It’s eat or be eaten...literally! Laios nears the bottom of the dungeon and his inevitable confrontation with Sissel, the lunatic lord of its labyrinthine halls. In a succubus-induced slumber, Laios comes face-to-face with the winged lion, the source of Sissel’s power. Laios knows only that the lion is held captive by Sissel in the dungeon’s depths, but it could be the Canaries know a great deal more…With their centuries of experience, the elves’ knowledge could shed some light on the truth of the dungeon and its master—or prove to be Laios’s undoing…!;9;9.97;2019-01-21;false
Bitter Rivals - an enemies to lovers romance (2019);J. Sterling;J. Sterling;0;24.93x14.33x1.35 cm;;"New York Times best selling author J. Sterling brings you a brand new standalone romance that will excite and delight you. Falling for your rival has never been more fun! They say you always want what you can't have. And what I want is Julia La Bella. I'm supposed to hate her with every fiber of my being, but I'll let you in on a little secret.... I don't. Not even close. The woman is stunning. She's also a colossal pain in my- you know what. Julia's my number one competitor in the wine industry and she also happens to live next door. Not a good combination for a guy who's been told to ""stay away from her"" his whole life. Our parents can't stand each other; a bitter, outdated rivalry with no end in sight. Which doesn't fare well for my heart. Or my loins. Yeah, I went there. What can I say; I want her. I've always wanted her. So how am I going to convince her to see me as the super hot, smart, irresistible guy next door, instead of the one person on earth she supposedly can't stand? I'm not entirely sure, but we're about to find out. Wish me luck";41;11.25;2019-02-19;false
You Like It Darker - Stories (2024);Stephen King;Simon and Schuster;0;23.15x13.20x2.12 cm;;"From legendary storyteller and master of short fiction Stephen King comes an extraordinary new collection of twelve short stories, many never-before-published, and some of his best EVER. “You like it darker? Fine, so do I,” writes Stephen King in the afterword to this magnificent new collection of twelve stories that delve into the darker part of life—both metaphorical and literal. King has, for half a century, been a master of the form, and these stories, about fate, mortality, luck, and the folds in reality where anything can happen, are as rich and riveting as his novels, both weighty in theme and a huge pleasure to read. King writes to feel “the exhilaration of leaving ordinary day-to-day life behind,” and in You Like It Darker, readers will feel that exhilaration too, again and again. “Two Talented Bastids” explores the long-hidden secret of how the eponymous gentlemen got their skills. In “Danny Coughlin’s Bad Dream,” a brief and unprecedented psychic flash upends dozens of lives, Danny’s most catastrophically. In “Rattlesnakes,” a sequel to Cujo, a grieving widower travels to Florida for respite and instead receives an unexpected inheritance—with major strings attached. In “The Dreamers,” a taciturn Vietnam vet answers a job ad and learns that there are some corners of the universe best left unexplored. “The Answer Man” asks if prescience is good luck or bad and reminds us that a life marked by unbearable tragedy can still be meaningful. King’s ability to surprise, amaze, and bring us both terror and solace remains unsurpassed. Each of these stories holds its own thrills, joys, and mysteries; each feels iconic. You like it darker? You got it.";2;9.48;2019-03-24;false
Skip and Loafer Vol. 4 (2022);Misaki Takamatsu;Seven Seas Entertainment;185;24.22x16.38x2.28 cm;Nicole Frasik;Between her class's musical performance and a dizzying array of committee duties, Mitsumi is determined that her first school festival in Tokyo will be a rousing success! But will it...?;31;11.46;2019-04-22;false
Frieren: Beyond Journey's End, Vol. 5 (2022);Kanehito Yamada;VIZ Media LLC;0;23.88x16.81x2.27 cm;Misa “Japanese Ammo”;The adventure is over but life goes on for an elf mage just beginning to learn what living is all about. Elf mage Frieren and her courageous fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people around her? Frieren and Fern have ended up on different teams in the highly competitive first-class mage exam. Capturing a rare bird is required to pass, but personality clashes among teammates are making things difficult. Everyone soon realizes there is more at stake than mere success or failure—for some of them, the exam could be a matter of life and death.;1;9.13;2019-07-22;false
Frieren: Beyond Journey’s End, Vol. 5 (2022);Kanehito Yamada;VIZ Media LLC;192;23.62x14.04x2.26 cm;Misa “Japanese Ammo”;Frieren and Fern have ended up on different teams in the highly competitive first-class mage exam. Capturing a rare bird is required to pass, but personality clashes among teammates are making things difficult. Everyone soon realizes there is more at stake than mere success or failure—for some of them, the exam could be a matter of life and death. -- VIZ Media;49;9.86;2019-07-22;false
Sense and Sensibility (2023);Jane Austen;BoD – Books on Demand;468;24.51x14.35x1.00 cm;;First published in 1811, Sense and Sensibility chronicles two sisters' experiences through romance, misunderstandings and heartbreak. Elinor Dashwood with her good sense and well-developed sense of justice forms a foil to her romantic, headstrong sister Marianne. Economics and social standing also play important parts in one of Austen's most endearing stories. The illustrated edition below includes 39 black and white illustrations by Hugh Thomson. See The Jane Austen Bicentenary Library illustrated and annotated edition.;34;6.79;2019-07-23;false
The Hobbit Illustrated by the Author (2023);J. R. R. Tolkien;HarperCollins;0;23.33x14.98x2.43 cm;;For the first time ever, a special enhanced edition of the enchanting prelude to The Lord of the Rings, illustrated throughout with over 50 sketches, drawings, paintings and maps by J.R.R. Tolkien himself and with the complete text printed in two colors. Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further than the pantry of his hobbit-hole in Bag End. But his contentment is disturbed when the wizard, Gandalf, and a company of thirteen dwarves arrive on his doorstep one day to whisk him away on an unexpected journey 'there and back again.' They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon . . . Written for J.R.R. Tolkien's own children, The Hobbit was published on 21 September 1937. With a beautiful cover design, a handful of black & white drawings and two maps by the author himself, the book became an instant success and was reprinted shortly afterwards with five color plates. Tolkien's own selection of finished paintings and drawings have become inseparable from his text, adorning editions of The Hobbit for more than 85 years. But the published art has afforded only a glimpse of Tolkien's creative process, and many additional sketches, colored drawings and maps - although exhibited and published elsewhere - have never appeared within the pages of The Hobbit. In this unique enhanced edition of Tolkien's enchanting classic tale, the full panoply of his art is reproduced for the first time, presenting more than 50 illustrations to accompany Bilbo Baggins on his adventure 'there and back again.';6;10.5;2019-09-23;false
Harry Potter: A Magical Year -- The Illustrations of Jim Kay (2021);J. K. Rowling;Scholastic Inc.;0;23.68x15.22x1.08 cm;;"This ""book takes readers on an unforgettable journey through the seasons at Hogwarts. Jim Kay's captivating illustrations, paired with much-loved quotations from J.K. Rowling's Harry Potter novels -- one moment, anniversary, or memory for every day of the year -- bring to life all of the magic, beauty, and wonder of the wizarding world""--";33;8.16;2019-10-21;false
Yotsuba&!, Vol. 12 (2013);Kiyohiko Azuma;Yen Press LLC;226;23.06x16.04x1.37 cm;Amy Forsyth;Oops! Your shoe! Your shoe! Your shoe came untied! But don't worry! Tora taught Yotsuba how to tie a bow like a butterfly! Now Yotsuba can tie Juralumin's ribbon aaaall by herself. Huh? Why are Yotsuba's hands blue? Well, see, there was this reeeally pretty blue paint...and Yotsuba thought Daddy would want his stuff to be reeeally pretty blue too... Are Yotsuba's hands gonna stay blue forever and ever?!!;45;6.54;2019-11-13;false
What Is Man? and Other Essays (2019);Mark Twain;Good Press;265;24.88x16.36x2.08 cm;;By Mark Twain is a collection of thought-provoking essays that explore the complexities of human nature, society, and existence. Delve into Twain's witty and insightful commentary on various topics, including human behavior, morality, and the human mind. This book is a must-read for fans of Mark Twain's literary genius and those interested in philosophical essays.;8;8.5;2019-11-19;false
Mickey Mouse Funhouse: Adventures in Dino-Sitting (2023);Disney Books;Penguin Random House;0;22.28x13.33x2.43 cm;;When Mickey and the gang dino-sit for a Triceratops named T-Top and five dino eggs, the friends must keep their young dino-charges safe from harm, especially when the eggs start to hatch. Follow Mickey and his friends on this dino adventure that's sure to be fun for the whole gang! You may also want to considering adding these other books to your Disney Collection: World of Reading: Disney Junior Mickey: Friendship Tales Disney Junior Minnie: One Unicorny Day World of Reading: Minnie's Bow-Toons: Daisy's Crazy Hair Day Alice's Wonderland Bakery: Unforgettable Unbirthday World of Reading: Meet the Firebuds;8;11.82;2019-12-23;false
Frieren: Beyond Journey’s End, Vol. 10 (2024);Kanehito Yamada;VIZ Media LLC;197;24.81x13.55x1.92 cm;Misa “Japanese Ammo”;Years before the end of the war against the Demon King, Macht, the most powerful of the Seven Sages of Destruction, made a deal with the lord of the fortress city of Weise in an attempt to understand human emotions. Although the deal was at first beneficial to both sides, Macht eventually transformed the entire city and all of its residents into gold. Now, the strange tale of Macht, the fate of Weise, and Denken’s own past will all lead Frieren and her companions to one of their most difficult confrontations yet. -- VIZ Media;31;11.82;2020-02-24;false
Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! 11 (2024);Yuu Toyota;Square Enix Manga;0;22.36x16.91x1.61 cm;;It's complicated: A thirty-year-old virgin gets more than he bargained for when his newfound magical power reveals he's the object of his male coworker's affections! Adachi and Kurosawa are enjoying their life as newlyweds! Some things have changed, others haven't. Every day they spend together is happiness itself! Their honeymoon awaits... Will they manage to take in any sights, or will they spend the entirety of it indoors?! Meanwhile, Tsuge and Minato have officially started dating, but their relationship doesn't seem to be going anywhere, creating anxiety for Tsuge. In an attempt to get things moving, Adachi, Kurosawa, Tsuge, and Minato head off on a double date...!;7;6.83;2020-03-24;false
Yotsuba&! (2010);Kiyohiko Azuma;Yen Press LLC;224;23.44x16.68x1.62 cm;Amy Forsyth;The ranch wasn't fun, huh? But maybe festivals will be less funner?! (Yotsuba's playing opposites, ha-ha!) Yotsuba got uninvited to Fuuka's school for a culr...a clart...a cultural festival! And she didn't promise Yotsuba there wouldn't be CAKE! Yotsuba doesn't want a cake as biiiiiig as Jumbo, nope!! You wouldn't either, now would you?! Ohhh! And then, and then! There ISN'T gonna be a great big festival for the whole town to go to! And Yotsuba isn't gonna work hard and help out there with Ena and Fuuka, nuh-uh! Not even for candy, nooooo way!;23;10.67;2020-04-10;false
Level Up 2023: An AFK Book (2022);Scholastic;Scholastic Inc.;227;22.33x15.46x1.68 cm;;Check out the ultimate annual video game guide from Scholastic AFK! Level Up 2023 is full of the latest information on the hottest games of the last year, how they were developed, and how to beat them. Get ready for another awesome year of gaming with this ultimate guide to all your favorite games, including a definitive list of the biggest games of the past year and hottest new ones coming in 2023! Level Up 2023 is the most comprehensive guide to all the best games, tech, and streamers, featuring a bunch of the year's greatest gaming moments.This complete guide is packed with secrets, stats, tips, and tricks for all your favorite games. All games featured in AFK's Level Up 2023 are rated T for Teen or younger -- perfect for young gamers.;35;10.21;2020-09-22;false
King Lear (2015);William Shakespeare;Simon and Schuster;400;22.32x13.46x1.70 cm;;"""Presents Shakespeare's tragedy in which an English king foolishly splits his kingdom between the two daughters plotting his doom and disinherits his favorite for speaking out against him."" --";6;11.94;2020-10-15;false
Midwinter Murder - Fireside Tales from the Queen of Mystery (2020);Agatha Christie;HarperCollins;305;24.17x16.70x1.40 cm;;"INSTANT NEW YORK TIMES BESTSELLER! ""Reading a perfectly plotted Agatha Christie is like crunching into a perfect apple: that pure, crisp, absolute satisfaction.” —Tana French, New York Times bestselling author of the Dublin Murder Squad novels An all-new collection of winter-themed stories from the Queen of Mystery, just in time for the holidays—including the original version of “Christmas Adventure,” never before released in the United States! There’s a chill in the air and the days are growing shorter . . . It’s the perfect time to curl up in front of a crackling fire with these wintry whodunits from the legendary Agatha Christie. But beware of deadly snowdrifts and dangerous gifts, poisoned meals and mysterious guests. This chilling compendium of short stories—some featuring beloved detectives Hercule Poirot and Miss Marple—is an essential omnibus for Christie fans and the perfect holiday gift for mystery lovers. “Agatha Christie [is] the maestro of murder tales.” —People";29;8.09;2020-10-20;false
Yotsuba&!, Vol. 11 (2012);Kiyohiko Azuma;Yen Press LLC;226;24.33x13.66x1.94 cm;Amy Forsyth;Say cheese! Say cheeeese! Yotsuba's got a shiny new camera! But this new camera is too cool for just Daddy's silly poses. What else should Yotsuba take? Maybe the nice man at the restaurant who makes udon, or Shaggy Beard at the bike shop. But definitely not that dog down the street. He's a little scary and . . . Oh no! Watch out, Juralumin!!!! WAHHHH!;34;7.52;2020-11-12;false
The Catcher in the Rye - Jd Edition (2017);J. D. Salinger;Createspace Independent Publishing Platform;136;23.45x15.69x1.97 cm;;The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caulfield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days. The boy himself is at once too simple and too complex for us to make any final comment about him or his story. Perhaps the safest thing we can say about Holden is that he was born in the world not just strongly attracted to beauty but, almost, hopelessly impaled on it. There are many voices in this novel: children's voices, adult voices, underground voices-but Holden's voice is the most eloquent of all. Transcending his own vernacular, yet remaining marvelously faithful to it, he issues a perfectly articulated cry of mixed pain and pleasure. However, like most lovers and clowns and poets of the higher orders, he keeps most of the pain to, and for, himself. The pleasure he gives away, or sets aside, with all his heart. It is there for the reader who can handle it to keep. J.D. Salinger's classic novel of teenage angst and rebellion was first published in 1951. The novel was included on Time's 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.;32;10.35;2020-11-17;false
Let's Build (2020);Houghton Mifflin Harcourt;HMH Books For Young Readers;57;23.46x13.17x1.64 cm;;The construction crew needs your help with their latest project! Tilt, tap, spin, and clap to demolish an old building, pour cement, and more in this sturdy, interactive picture book. Help the construction crew build a new park! They'll need you to take charge of the wrecking ball, dig with an excavator, empty a dump truck, and plant some new greenery. Can you tilt the book to swing the wrecking ball? Use your strong arm to help dig? Point the animals to where the trees need planting? At the end of the day, celebrate your hard work with all the members of the critter crew!;4;6.24;2021-01-20;false
Harry Potter and the Half-Blood Prince - Slytherin Edition (2021);J. K. Rowling;Bloomsbury Publishing;560;22.59x13.40x1.69 cm;;;24;10;2021-01-21;false
Art of Coloring: The Haunted Mansion (2024);Disney Books;Penguin Random House;0;24.63x16.74x1.64 cm;;This brand-new entry in the bestselling Art of Coloring series, featuring a lay-flat paperback format, invites you into Disney Parks' iconic Haunted Mansion attraction with 128 pages of frightfully fun patterns and art of beloved characters and scenes. The legendary Haunted Mansion attraction and its ghoulish residents come (back) to life in this bewitching adult coloring book. With a film inspired by the ride releasing in 2023, The Haunted Mansion is in the zeitgeist--and this title is perfect for any foolish mortal during Halloween and all year round. Scare up some fun coloring your way through whimsically macabre artwork of the ride's grim grinning ghosts, scenes, and iconography, from Madame Leota, the Bride, and the Hatbox Ghost to the Stretching Room, Endless Hallway, Graveyard, and beyond--if you dare to venture inside. Collect the entire Art of Coloring series: Art of Coloring: Disney Tim Burton's The Nightmare Before Christmas Art of Coloring: Schoolhouse Rock Art of Coloring: Hocus Pocus Art of Coloring: Disney Villains Art of Coloring: Golden Girls Art of Coloring: Walt Disney World Art of Coloring: Maps of the Disney Parks - 36 Postcards to Inspire Creativity Art of Coloring: Poster Art of the Disney Parks - 36 Postcards to Inspire Creativity Art of Coloring: Mickey & Minnie Art of Coloring: Muppets Art of Coloring: Beauty and the Beast Art of Coloring: Disney Princess Art of Coloring: Disney Frozen Art of Coloring: Star Wars;38;9.1;2021-03-24;false
The Game Changer (2020);J. Sterling;J. Sterling;317;23.36x14.04x1.64 cm;;Jack appeared at my door last night after six months of no communication wearing a Mets jersey and holding a dozen red roses. He told me he was sorry, that he loved me, and that he would earn my trust again. It took everything in me to not fall apart at the mere sight of him. I wanted to take him back into my life, but I needed to know that this time it would be forever… In J. Sterling’s highly anticipated follow-up to her USA Today bestselling novel The Perfect Game, Jack and Cassie quickly realize that their new lifestyle can often be cruel and unforgiving. Their happiness is put to the test as the past is never truly far behind. How do you stay together when the world's trying to tear you apart?;36;9.95;2021-04-20;false
